disease_cui,rid_caller_caller,rid_caller_caller,snomed_code_caller,Terms_caller,rid_caller,Number of diseases,rid_caller,snomed_code,Terms,rid,Number of symptoms
C0452201,227,763.0,88069000.0,Withdrawal sign or symptom,265.0,2.0,733,206573003,Withdrawal symptoms from therapeutic use of drugs in newborn,1144,1
C0453877,228,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,744,228144006,Impairment of voice production,397,1
C0453877,228,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,744,228144006,Impairment of voice production,397,1
C0453878,1392,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,1335,228145007,Impairment of speech form,919,1
C0453878,1392,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,1335,228145007,Impairment of speech form,919,1
C0454533,1971,425.0,229631007.0,Acquired stammering,758.0,1.0,1372,229621000,Disorder of fluency,1595,1
C0454534,1673,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,549,229622007,Dysfluency,1404,1
C0454534,1673,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,549,229622007,Dysfluency,1404,1
C0454548,229,637.0,44564008.0,Loss of voice,75.0,5.0,1269,229638001,Hyperkinetic aphonia,844,1
C0454549,230,637.0,44564008.0,Loss of voice,75.0,5.0,204,229639009,Hypofunctional aphonia,845,1
C0454550,498,637.0,44564008.0,Loss of voice,75.0,5.0,1446,229640006,Hyperfunctional aphonia,1163,1
C0454588,231,116.0,207618002.0,[X]Other and unspecified symbolic dysfunctions,57.0,6.0,1137,229676007,Language-related cognitive disorder,1296,1
C0454588,231,764.0,206983005.0,[D]Other symbolic dysfunction,57.0,6.0,1137,229676007,Language-related cognitive disorder,1296,1
C0454589,1393,588.0,302289002.0,Coordination problem,19.0,12.0,1336,229677003,Deep dysgraphia,920,1
C0454590,1674,588.0,302289002.0,Coordination problem,19.0,12.0,1113,229678008,Phonological dysgraphia,483,1
C0454591,232,588.0,302289002.0,Coordination problem,19.0,12.0,913,229679000,Surface dysgraphia,1472,1
C0454609,1675,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,1036,229697008,Oral-verbal dyspraxia,1569,1
C0454609,1675,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,1036,229697008,Oral-verbal dyspraxia,1569,1
C0454615,499,588.0,302289002.0,Coordination problem,19.0,12.0,134,229704003,Acquired choreiform dyspraxia,857,1
C0454618,1094,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,765,229707005,Dyspraxia of velopharynx,443,1
C0454618,1094,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,765,229707005,Dyspraxia of velopharynx,443,1
C0454619,1394,588.0,302289002.0,Coordination problem,19.0,12.0,158,229708000,Velar dyspraxia,759,1
C0454630,1095,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,1674,229723005,Restricted sound system,1214,1
C0454630,1095,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,1674,229723005,Restricted sound system,1214,1
C0454635,500,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,159,229728001,Velopharyngeal mislearning,701,1
C0454635,500,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,159,229728001,Velopharyngeal mislearning,701,1
C0455715,501,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,986,41713005,Benedikt's syndrome,1017,1
C0456018,502,614.0,206325007.0,Snuffles (& neonatal snuffles),662.0,1.0,934,271375003,Snuffles in newborn,1490,1
C0456043,233,596.0,206561003.0,Other newborn abnormal cerebral signs,582.0,1.0,1185,276587008,Perinatal neurological disorder,1000,1
C0456052,234,561.0,91175000.0,Seizure,1.0,169.0,1221,276597004,Fifth day fits,1297,1
C0456071,1395,334.0,276697006.0,Harlequin change,178.0,3.0,293,111474003,Disorder involving the integument of fetus OR newborn,1546,1
C0456750,789,304.0,399090003.0,Subjective vertigo,20.0,12.0,926,194360001,Central positional nystagmus,1039,1
C0456750,789,304.0,399090003.0,Subjective vertigo,20.0,12.0,1607,95815000,Central positional vertigo,1039,1
C0457000,1972,618.0,444827008.0,Erythema of skin,3.0,89.0,1530,277794000,Neonatal annular erythema,808,1
C0457000,1972,830.0,86735004.0,Erythematous condition,3.0,89.0,1530,277794000,Neonatal annular erythema,808,1
C0457014,1096,130.0,52613005.0,Excessive sweating,381.0,1.0,236,239045006,"Hyperhidrosis, premature cavities and premolar aplasia",1060,1
C0457949,2269,515.0,279039007.0,Low back pain,109.0,4.0,904,278860009,Chronic low back pain,1124,1
C0458101,235,156.0,25064002.0,Headache (finding),4.0,59.0,1094,279016001,Cervicogenic headache,1473,1
C0458167,236,396.0,29857009.0,Chest pain,86.0,4.0,1659,279048002,Internal mammary artery syndrome,249,2
C0458167,503,834.0,279047007.0,Persistent pain following procedure,412.0,1.0,1659,279048002,Internal mammary artery syndrome,249,2
C0458219,1676,411.0,22253000.0,Pain (finding),2.0,136.0,243,128200000,Complex regional pain syndrome,616,1
C0458220,1677,411.0,22253000.0,Pain (finding),2.0,136.0,1293,95670000,Nervus intermedius neuralgia,789,1
C0458224,2270,411.0,22253000.0,Pain (finding),2.0,136.0,1471,129179000,Piriformis syndrome (disorder),227,2
C0458224,1973,194.0,23056005.0,Sciatica (disorder),39.0,7.0,1471,129179000,Piriformis syndrome (disorder),227,2
C0458225,2271,403.0,21522001.0,Abdominal pain,99.0,4.0,492,279063004,Lumbar facet joint pain,367,2
C0458225,2272,,,,,,492,279063004,Lumbar facet joint pain,367,2
C0459146,1097,774.0,59026006.0,Blepharospasm (disorder),49.0,7.0,1626,280128006,Disorder of soft tissue of body cavity,81,3
C0459146,2273,412.0,34363003.0,Pruritus of vagina,335.0,2.0,1626,280128006,Disorder of soft tissue of body cavity,81,3
C0459146,504,99.0,74333002.0,Spasmodic torticollis (disorder),108.0,4.0,1626,280128006,Disorder of soft tissue of body cavity,81,3
C0459151,1678,557.0,69069001.0,Pruritus of penis,162.0,3.0,539,280133005,Disorder of soft tissue of trunk,130,3
C0459151,790,759.0,238969001.0,Burning scrotum,93.0,4.0,539,280133005,Disorder of soft tissue of trunk,130,3
C0459151,1396,71.0,65645005.0,Scrotal pruritus,133.0,3.0,539,280133005,Disorder of soft tissue of trunk,130,3
C0459805,237,530.0,110990003.0,Drug pigmentation,50.0,7.0,991,280955001,Drug-induced melasma,1145,1
C0472348,2274,561.0,91175000.0,Seizure,1.0,169.0,299,278510009,Localization-related idiopathic epilepsy,519,1
C0472349,1679,561.0,91175000.0,Seizure,1.0,169.0,1735,230390002,Localization-related symptomatic epilepsy,1570,1
C0472350,1680,561.0,91175000.0,Seizure,1.0,169.0,1355,230406002,Localization-related symptomatic epilepsy with specific precipitant,1094,1
C0472351,505,561.0,91175000.0,Seizure,1.0,169.0,1201,230408001,Localization-related cryptogenic epilepsy,549,1
C0472354,1681,561.0,91175000.0,Seizure,1.0,169.0,26,230415009,Cryptogenic generalized epilepsy,937,1
C0472355,506,561.0,91175000.0,Seizure,1.0,169.0,1249,230435005,Epilepsy undetermined whether focal or generalized,1164,1
C0473118,238,564.0,276549000.0,Newborn physiological jaundice (disorder),35.0,8.0,316,235905008,Physiological hyperbilirubinemia,1146,1
C0473127,239,386.0,267060006.0,Diarrhea symptom,5.0,39.0,317,236066002,Prototheca diarrhea,1147,1
C0473127,239,489.0,398032003.0,Loose stool,5.0,39.0,317,236066002,Prototheca diarrhea,1147,1
C0473132,1397,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1476,39963006,Toddler diarrhea,1384,1
C0473132,1397,489.0,398032003.0,Loose stool,5.0,39.0,1476,39963006,Toddler diarrhea,1384,1
C0473133,1682,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1615,236077008,Protracted diarrhea,1405,1
C0473133,1682,489.0,398032003.0,Loose stool,5.0,39.0,1615,236077008,Protracted diarrhea,1405,1
C0473491,1098,190.0,300569009.0,Perineal lump (finding),60.0,6.0,964,237331002,Perineal hematoma,1527,1
C0473778,1099,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1086,276524004,Neonatal chloridorrhea,744,1
C0473778,1099,489.0,398032003.0,Loose stool,5.0,39.0,1086,276524004,Neonatal chloridorrhea,744,1
C0473807,1398,823.0,6686005.0,Blood streaked sputum,346.0,2.0,433,206304007,Perinatal hemoptysis,760,1
C0474381,1399,217.0,87537003.0,Chromatic aberration of vision,235.0,2.0,211,247706003,Chromatopsia,1083,1
C0474442,2275,48.0,314499001.0,Contact lens related red eye,454.0,1.0,294,49362009,Corneal edema due to wearing of contact lenses,1618,1
C0475521,791,561.0,91175000.0,Seizure,1.0,169.0,1064,193022009,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,565,1
C0475522,241,156.0,25064002.0,Headache (finding),4.0,59.0,1015,200071001,Obstetric spinal and epidural anesthesia-induced headache,98,3
C0475522,1974,417.0,267596000.0,Reaction to spinal or lumbar puncture (disorder),124.0,3.0,1015,200071001,Obstetric spinal and epidural anesthesia-induced headache,98,3
C0475522,240,46.0,230479008.0,Post dural puncture headache,114.0,3.0,1015,200071001,Obstetric spinal and epidural anesthesia-induced headache,98,3
C0476214,792,482.0,206800006.0,[D]Other general symptoms NOS,132.0,3.0,1669,272038003,C/O - postviral syndrome,307,2
C0476214,792,483.0,158177009.0,[D]Other general symptoms,132.0,3.0,1669,272038003,C/O - postviral syndrome,307,2
C0476214,242,382.0,267070008.0,Nervous system symptoms,356.0,1.0,1669,272038003,C/O - postviral syndrome,307,2
C0476214,242,383.0,308921004.0,Neurological symptom,356.0,1.0,1669,272038003,C/O - postviral syndrome,307,2
C0477758,1400,60.0,300857009.0,Mass of urinary system structure,172.0,3.0,1025,198547004,[X]Other specified disorders of urinary system,221,2
C0477758,1400,60.0,300857009.0,Mass of urinary system structure,172.0,3.0,1704,197955002,Other specified diseases of urinary system,221,2
C0477758,1683,702.0,300881002.0,Swelling of urological structure,751.0,1.0,1025,198547004,[X]Other specified disorders of urinary system,221,2
C0477758,1683,702.0,300881002.0,Swelling of urological structure,751.0,1.0,1704,197955002,Other specified diseases of urinary system,221,2
C0477961,2276,69.0,276620002.0,Traumatic neonatal facial cyanosis,153.0,3.0,405,206697000,[X]Other specified conditions of the integument specific to fetus and newborn,1619,1
C0494559,507,280.0,232289002.0,Multisensory dizziness,231.0,2.0,1234,232297009,Disorder of inner ear,77,3
C0494559,243,56.0,232322006.0,Tinnitus of vascular origin,357.0,1.0,1234,232297009,Disorder of inner ear,77,3
C0494559,1684,247.0,95823003.0,Leudet's tinnitus,252.0,2.0,1234,232297009,Disorder of inner ear,77,3
C0519012,244,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,1429,155029008,(Hemiplegia) or (hemiparesis),1474,1
C0520530,1685,618.0,444827008.0,Erythema of skin,3.0,89.0,1084,857002,Erythema simplex,1571,1
C0520530,1685,830.0,86735004.0,Erythematous condition,3.0,89.0,1084,857002,Erythema simplex,1571,1
C0520947,1100,588.0,302289002.0,Coordination problem,19.0,12.0,1769,57187006,Clumsy child,1528,1
C0520998,1686,697.0,193696000.0,Other specified visual disturbance NOS,147.0,3.0,169,112218005,Phosphene,290,2
C0520998,1686,697.0,193696000.0,Other specified visual disturbance NOS,147.0,3.0,393,29158001,Accommodation phosphene,290,2
C0520998,1686,698.0,193694002.0,Other specified visual disturbance,147.0,3.0,169,112218005,Phosphene,290,2
C0520998,1686,698.0,193694002.0,Other specified visual disturbance,147.0,3.0,393,29158001,Accommodation phosphene,290,2
C0520998,793,652.0,78455002.0,Subjective visual disturbance,45.0,7.0,169,112218005,Phosphene,290,2
C0520998,793,652.0,78455002.0,Subjective visual disturbance,45.0,7.0,393,29158001,Accommodation phosphene,290,2
C0521517,2277,411.0,22253000.0,Pain (finding),2.0,136.0,558,95417003,Primary fibromyalgia syndrome,520,1
C0521664,2278,156.0,25064002.0,Headache (finding),4.0,59.0,987,95653008,Acute confusional migraine,1125,1
C0521665,508,156.0,25064002.0,Headache (finding),4.0,59.0,762,95657009,Chronic mixed headache syndrome,1491,1
C0521667,1101,156.0,25064002.0,Headache (finding),4.0,59.0,1366,95659007,Hindbrain hernia headache,1361,1
C0521673,2279,700.0,80910005.0,Skin sensation disturbance,53.0,6.0,270,95672008,"Unilateral sensory loss of face and trunk, opposite sides",152,2
C0521673,1687,210.0,33653009.0,Absence of sensation (finding),304.0,2.0,270,95672008,"Unilateral sensory loss of face and trunk, opposite sides",152,2
C0521675,1102,700.0,80910005.0,Skin sensation disturbance,53.0,6.0,849,95676006,Berger's paresthesia,745,1
C0521801,794,671.0,119419001.0,Cyanosis of skin,52.0,6.0,1463,95838002,Pulmonary cyanosis,878,1
C0522253,1975,156.0,25064002.0,Headache (finding),4.0,59.0,300,103011009,Benign exertional headache,635,1
C0522254,2280,156.0,25064002.0,Headache (finding),4.0,59.0,46,103012002,Analgesic overuse headache,1451,1
C0522255,1688,654.0,11679003.0,Radicular pain,259.0,2.0,1090,103014001,Cervical nerve root pain,328,2
C0522255,795,477.0,301365009.0,Pain of head and neck region,190.0,3.0,1090,103014001,Cervical nerve root pain,328,2
C0543820,1401,411.0,22253000.0,Pain (finding),2.0,136.0,126,403391003,Secondary erythromelalgia,357,2
C0543820,796,618.0,444827008.0,Erythema of skin,3.0,89.0,126,403391003,Secondary erythromelalgia,357,2
C0543820,796,830.0,86735004.0,Erythematous condition,3.0,89.0,126,403391003,Secondary erythromelalgia,357,2
C0546212,1402,350.0,279333002.0,Pruritus of skin,8.0,26.0,399,109251008,Solar pruritus of elbows,246,2
C0546212,1402,350.0,279333002.0,Pruritus of skin,8.0,26.0,1727,109252001,Brachioradial summer pruritus,246,2
C0546212,1402,684.0,418363000.0,Itching of skin,8.0,26.0,399,109251008,Solar pruritus of elbows,246,2
C0546212,1402,684.0,418363000.0,Itching of skin,8.0,26.0,1727,109252001,Brachioradial summer pruritus,246,2
C0546212,1402,685.0,424492005.0,Itch of skin,8.0,26.0,399,109251008,Solar pruritus of elbows,246,2
C0546212,1402,685.0,424492005.0,Itch of skin,8.0,26.0,1727,109252001,Brachioradial summer pruritus,246,2
C0546212,509,2.0,201023009.0,Other specified pruritic conditions (disorder),58.0,6.0,399,109251008,Solar pruritus of elbows,246,2
C0546212,509,2.0,201023009.0,Other specified pruritic conditions (disorder),58.0,6.0,1727,109252001,Brachioradial summer pruritus,246,2
C0546351,2281,80.0,67103005.0,Gummatous inflammation (morphologic abnormality),37.0,8.0,834,111003001,Sporotrichotic gumma,1126,1
C0546393,797,373.0,112629002.0,Macule (morphologic abnormality),73.0,5.0,1274,111032003,Macular cutaneous amyloidosis,1186,1
C0546878,2282,61.0,45352006.0,Spasm (finding),28.0,10.0,1457,18191000,Salaam spasm,366,2
C0546878,1976,610.0,52559000.0,Motor dysfunction,90.0,4.0,1457,18191000,Salaam spasm,366,2
C0549118,2283,561.0,91175000.0,Seizure,1.0,169.0,969,230407006,Hemiplegia-hemiconvulsion-epilepsy syndrome,521,1
C0549201,798,350.0,279333002.0,Pruritus of skin,8.0,26.0,205,201077008,Asteatotic eczema,291,2
C0549201,798,350.0,279333002.0,Pruritus of skin,8.0,26.0,854,201025002,Winter itch,291,2
C0549201,798,350.0,279333002.0,Pruritus of skin,8.0,26.0,855,260046006,Dry skin dermatitis,291,2
C0549201,798,684.0,418363000.0,Itching of skin,8.0,26.0,205,201077008,Asteatotic eczema,291,2
C0549201,798,684.0,418363000.0,Itching of skin,8.0,26.0,854,201025002,Winter itch,291,2
C0549201,798,684.0,418363000.0,Itching of skin,8.0,26.0,855,260046006,Dry skin dermatitis,291,2
C0549201,798,685.0,424492005.0,Itch of skin,8.0,26.0,205,201077008,Asteatotic eczema,291,2
C0549201,798,685.0,424492005.0,Itch of skin,8.0,26.0,854,201025002,Winter itch,291,2
C0549201,798,685.0,424492005.0,Itch of skin,8.0,26.0,855,260046006,Dry skin dermatitis,291,2
C0549201,1403,2.0,201023009.0,Other specified pruritic conditions (disorder),58.0,6.0,205,201077008,Asteatotic eczema,291,2
C0549201,1403,2.0,201023009.0,Other specified pruritic conditions (disorder),58.0,6.0,854,201025002,Winter itch,291,2
C0549201,1403,2.0,201023009.0,Other specified pruritic conditions (disorder),58.0,6.0,855,260046006,Dry skin dermatitis,291,2
C0549567,799,245.0,111005008.0,Schistosomal pigment deposition,94.0,4.0,188,79644001,Pigment alteration,23,5
C0549567,799,245.0,111005008.0,Schistosomal pigment deposition,94.0,4.0,1739,414032001,Disorder of pigmentation,23,5
C0549567,1689,530.0,110990003.0,Drug pigmentation,50.0,7.0,188,79644001,Pigment alteration,23,5
C0549567,1689,530.0,110990003.0,Drug pigmentation,50.0,7.0,1739,414032001,Disorder of pigmentation,23,5
C0549567,510,68.0,35187000.0,Cullen's sign,663.0,1.0,188,79644001,Pigment alteration,23,5
C0549567,510,68.0,35187000.0,Cullen's sign,663.0,1.0,1739,414032001,Disorder of pigmentation,23,5
C0549567,1977,441.0,231913002.0,Blood pigmentation of cornea,241.0,2.0,188,79644001,Pigment alteration,23,5
C0549567,1977,441.0,231913002.0,Blood pigmentation of cornea,241.0,2.0,1739,414032001,Disorder of pigmentation,23,5
C0549567,2284,359.0,206445003.0,Malarial pigment deposition,70.0,5.0,188,79644001,Pigment alteration,23,5
C0549567,2284,359.0,206445003.0,Malarial pigment deposition,70.0,5.0,1739,414032001,Disorder of pigmentation,23,5
C0553565,800,344.0,109597009.0,Extrinsic staining of teeth associated with inadequate oral hygiene,267.0,2.0,1285,4654002,Posteruptive color change of tooth,329,2
C0553565,800,344.0,109597009.0,Extrinsic staining of teeth associated with inadequate oral hygiene,267.0,2.0,1740,196317007,Posteruptive teeth staining,329,2
C0553565,1103,29.0,109598004.0,Extrinsic staining of teeth associated with oral habits,244.0,2.0,1285,4654002,Posteruptive color change of tooth,329,2
C0553565,1103,29.0,109598004.0,Extrinsic staining of teeth associated with oral habits,244.0,2.0,1740,196317007,Posteruptive teeth staining,329,2
C0553587,1104,561.0,91175000.0,Seizure,1.0,169.0,1145,192999003,Partial epilepsy with impairment of consciousness,444,1
C0553604,245,61.0,45352006.0,Spasm (finding),28.0,10.0,974,193237003,Myotonic disorder,536,1
C0553642,511,,,,,,664,279062009,Myofascial pain,1492,1
C0553642,511,,,,,,1540,396333008,Non-articular rheumatism,1492,1
C0553694,801,95.0,9366002.0,Palatal myoclonus,65.0,5.0,835,126661001,Disorder of oropharynx,1040,1
C0553760,802,462.0,247385000.0,Lateral femoral cutaneous neuralgia,105.0,4.0,1114,230617009,Lumbosacral plexus neuropathy,24,5
C0553760,1978,185.0,247386004.0,Obturator neuralgia,101.0,4.0,1114,230617009,Lumbosacral plexus neuropathy,24,5
C0553760,2285,639.0,247393000.0,Ilioinguinal nerve neuralgia,48.0,7.0,1114,230617009,Lumbosacral plexus neuropathy,24,5
C0553760,2286,571.0,247395007.0,Genitofemoral nerve neuralgia,59.0,6.0,1114,230617009,Lumbosacral plexus neuropathy,24,5
C0553760,1690,517.0,247396008.0,Testicular neuralgia,187.0,3.0,1114,230617009,Lumbosacral plexus neuropathy,24,5
C0553977,1105,824.0,63757006.0,Osler's node,170.0,3.0,995,266237004,Acute and subacute bacterial endocarditis,1362,1
C0554309,246,,,,,,206,445646001,Prerenal azotemia,846,1
C0554467,1404,350.0,279333002.0,Pruritus of skin,8.0,26.0,876,201024003,Pruritus estivalis,149,2
C0554467,1404,684.0,418363000.0,Itching of skin,8.0,26.0,876,201024003,Pruritus estivalis,149,2
C0554467,1404,685.0,424492005.0,Itch of skin,8.0,26.0,876,201024003,Pruritus estivalis,149,2
C0554467,1405,2.0,201023009.0,Other specified pruritic conditions (disorder),58.0,6.0,876,201024003,Pruritus estivalis,149,2
C0555970,247,265.0,14310000.0,Purulent nasal discharge,36.0,8.0,129,275496003,Nasal infection,678,1
C0555970,247,582.0,8442000.0,Purulent rhinitis,36.0,8.0,129,275496003,Nasal infection,678,1
C0559027,1979,465.0,73000008.0,Unqualified visual loss of one eye,498.0,1.0,379,267728009,Blind or low vision - one eye only,1596,1
C0559027,1979,794.0,193754005.0,"Visual loss, one eye, unqualified",498.0,1.0,379,267728009,Blind or low vision - one eye only,1596,1
C0560922,1406,618.0,444827008.0,Erythema of skin,3.0,89.0,1286,240713001,Candidiasis of finger web,462,1
C0560922,1406,830.0,86735004.0,Erythematous condition,3.0,89.0,1286,240713001,Candidiasis of finger web,462,1
C0563633,1691,697.0,193696000.0,Other specified visual disturbance NOS,147.0,3.0,737,285767006,Delayed visual maturation,1572,1
C0563633,1691,698.0,193694002.0,Other specified visual disturbance,147.0,3.0,737,285767006,Delayed visual maturation,1572,1
C0564774,1692,411.0,22253000.0,Pain (finding),2.0,136.0,1403,286993001,Dysmenorrhea - non-psychogenic,484,1
C0565576,803,484.0,68962001.0,Muscle pain,319.0,2.0,386,288225004,Myalgia/myositis - multiple,566,1
C0565822,1980,171.0,68114006.0,Unqualified visual loss of both eyes,499.0,1.0,1101,267727004,Blind or low vision - both eyes,210,2
C0565822,1980,286.0,193730000.0,"Visual loss, both eyes unqualified",499.0,1.0,1101,267727004,Blind or low vision - both eyes,210,2
C0565822,804,31.0,70556002.0,Impairment level: low vision of both eyes,76.0,5.0,1101,267727004,Blind or low vision - both eyes,210,2
C0565822,804,542.0,193722001.0,"Low vision, both eyes",76.0,5.0,1101,267727004,Blind or low vision - both eyes,210,2
C0565878,805,753.0,237284001.0,Symptomatic disorders in pregnancy,145.0,3.0,1178,274117006,Pregnancy and infectious disease,725,1
C0566748,1981,442.0,397320006.0,Disorder of umbilicus,18.0,12.0,222,48287005,Umbilical cord complication,809,1
C0566748,1981,442.0,397320006.0,Disorder of umbilicus,18.0,12.0,1315,289316000,Umbilical cord problem,809,1
C0567085,806,403.0,21522001.0,Abdominal pain,99.0,4.0,325,289669005,Pain of uterus (finding),68,3
C0567085,1106,,,,,,325,289669005,Pain of uterus (finding),68,3
C0567085,512,128.0,162143008.0,Pain in female genitalia,292.0,2.0,325,289669005,Pain of uterus (finding),68,3
C0574713,248,618.0,444827008.0,Erythema of skin,3.0,89.0,1129,297940005,Drug-induced erythema nodosum,1001,1
C0574713,248,830.0,86735004.0,Erythematous condition,3.0,89.0,1129,297940005,Drug-induced erythema nodosum,1001,1
C0574714,1407,618.0,444827008.0,Erythema of skin,3.0,89.0,459,297941009,Drug-induced toxic erythema,602,1
C0574714,1407,830.0,86735004.0,Erythematous condition,3.0,89.0,459,297941009,Drug-induced toxic erythema,602,1
C0574715,1693,618.0,444827008.0,Erythema of skin,3.0,89.0,1054,297942002,Drug-induced erythema multiforme,1406,1
C0574715,1693,830.0,86735004.0,Erythematous condition,3.0,89.0,1054,297942002,Drug-induced erythema multiforme,1406,1
C0574913,2287,190.0,300569009.0,Perineal lump (finding),60.0,6.0,1117,298128008,Perineal wart,656,1
C0575031,1695,,,,,,1494,298253002,Cervical facet joint pain,300,2
C0575031,1694,477.0,301365009.0,Pain of head and neck region,190.0,3.0,1494,298253002,Cervical facet joint pain,300,2
C0575032,1982,396.0,29857009.0,Chest pain,86.0,4.0,406,298254008,Thoracic facet joint pain,182,2
C0575032,2288,228.0,267981009.0,Pain in thoracic spine,455.0,1.0,406,298254008,Thoracic facet joint pain,182,2
C0576533,807,109.0,46670006.0,Abnormal reflex,167.0,3.0,416,299784009,Horizontal doll's head reflex absent,879,1
C0577711,1107,618.0,444827008.0,Erythema of skin,3.0,89.0,606,301014005,Intertrigo of abdominal skin fold,1215,1
C0577711,1107,830.0,86735004.0,Erythematous condition,3.0,89.0,606,301014005,Intertrigo of abdominal skin fold,1215,1
C0577725,1408,198.0,158409004.0,"[D]Swelling, mass or lump of chest NOS",485.0,1.0,47,301030002,Anterior mediastinum mass,1385,1
C0577725,1408,634.0,158405005.0,"[D]Swelling, mass and lump of chest",485.0,1.0,47,301030002,Anterior mediastinum mass,1385,1
C0578159,1409,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1225,301469002,Antibiotic-associated diarrhea,1547,1
C0578159,1409,489.0,398032003.0,Loose stool,5.0,39.0,1225,301469002,Antibiotic-associated diarrhea,1547,1
C0581287,1983,618.0,444827008.0,Erythema of skin,3.0,89.0,1397,213338000,Erythema at injection site,1597,1
C0581287,1983,830.0,86735004.0,Erythematous condition,3.0,89.0,1397,213338000,Erythema at injection site,1597,1
C0581348,1108,,,,,,152,202337006,Snapping shoulder,445,1
C0581395,1696,154.0,240598006.0,Penile warts,103.0,4.0,434,309090002,Infection of penis,790,1
C0582505,808,592.0,300859007.0,Mass of female genital structure,43.0,7.0,823,204927007,Cyst of embryonic remnant - female,567,1
C0585051,1410,411.0,22253000.0,Pain (finding),2.0,136.0,273,307176005,Acute sciatica,175,2
C0585051,1109,194.0,23056005.0,Sciatica (disorder),39.0,7.0,273,307176005,Acute sciatica,175,2
C0585052,513,411.0,22253000.0,Pain (finding),2.0,136.0,881,307177001,Chronic sciatica,205,2
C0585052,1110,194.0,23056005.0,Sciatica (disorder),39.0,7.0,881,307177001,Chronic sciatica,205,2
C0585541,2289,486.0,307674009.0,Benign paroxysmal positional vertigo nystagmus,116.0,3.0,181,307673003,Peripheral vestibular nystagmus,1452,1
C0585543,2290,363.0,404676002.0,Bruns nystagmus,166.0,3.0,569,307675005,Central vestibular nystagmus,976,1
C0585561,1984,241.0,127324008.0,Myoclonic disorder,7.0,29.0,1255,307693006,Vertical myoclonus,1598,1
C0586323,249,561.0,91175000.0,Seizure,1.0,169.0,260,361268000,Alcohol-induced epilepsy,308,2
C0586323,249,561.0,91175000.0,Seizure,1.0,169.0,1130,308742005,Alcohol withdrawal-induced convulsion,308,2
C0586323,249,561.0,91175000.0,Seizure,1.0,169.0,1356,361267005,Alcohol-related fit,308,2
C0586323,250,,,,,,260,361268000,Alcohol-induced epilepsy,308,2
C0586323,250,,,,,,1130,308742005,Alcohol withdrawal-induced convulsion,308,2
C0586323,250,,,,,,1356,361267005,Alcohol-related fit,308,2
C0595865,2291,84.0,158248002.0,[D]Jaundice (not of newborn),71.0,5.0,1073,216325001,Acquired hyperbilirubinemia (disorder),1127,1
C0595865,2291,182.0,158251009.0,[D]Jaundice (not of newborn) NOS,71.0,5.0,1073,216325001,Acquired hyperbilirubinemia (disorder),1127,1
C0595948,251,561.0,91175000.0,Seizure,1.0,169.0,526,23374007,Atypical absence seizure,250,2
C0595948,2292,,,,,,526,23374007,Atypical absence seizure,250,2
C0595956,809,618.0,444827008.0,Erythema of skin,3.0,89.0,1087,238813009,Drug exanthem,726,1
C0595956,809,830.0,86735004.0,Erythematous condition,3.0,89.0,1087,238813009,Drug exanthem,726,1
C0686532,2293,,,,,,965,93428002,Discoloration of spleen,1620,1
C0686533,810,,,,,,522,95201006,Pallor of spleen,427,1
C0686558,1411,35.0,300853008.0,Mass of lymphoreticular structure,63.0,5.0,1138,95194004,Nodular lymphoma of extranodal AND/OR solid organ site,1386,1
C0687754,514,564.0,276549000.0,Newborn physiological jaundice (disorder),35.0,8.0,1675,276549000,Transient neonatal hyperbilirubinemia,1165,1
C0699848,2294,714.0,190753003.0,Sucrose intolerance,768.0,1.0,111,22169002,Intestinal disaccharidase deficiency,977,1
C0699848,2294,714.0,190753003.0,Sucrose intolerance,768.0,1.0,776,267427000,Disaccharidase deficiency,977,1
C0700201,515,136.0,53888004.0,Disturbance in sleep behavior,88.0,4.0,1186,44186003,Dyssomnia,47,4
C0700201,2295,251.0,77692006.0,Hypersomnia (disorder),40.0,7.0,1186,44186003,Dyssomnia,47,4
C0700201,811,215.0,193462001.0,Insomnia (disorder),38.0,7.0,1186,44186003,Dyssomnia,47,4
C0700201,2296,143.0,158149000.0,[D]Sleep disturbances (& [hypersomnia] or [insomnia]),817.0,1.0,1186,44186003,Dyssomnia,47,4
